poeta	fabula	fpid	line_number_first	line_number_last	numlines	char_numlines	nomen	genus_personae	line_first	line_last	z_old_text	meter_before	meter_after	closure	comments_on_length	comments_other	meter	metertype
Terentius	Phormio	TM001869	732	732	1	1	Chremes_Of_Phormio	sen	nam quae haec anus est exanimata a fratre quae egressast meo?	nam quae haec anus est exanimata a fratre quae egressast meo?	CH. nam quae haec anus est exanimata a fratre quae egressast meo?	tr8	ia8	quest end of speech	sp an da sp tr sp tr long; 2 res, slower than SO	tr7 (continuing trochees) for question, nam	tr7	tr
Terentius	Phormio	TM001870	739	741	3	3	Chremes_Of_Phormio	sen	CH. conloquar.  SO. quis hic loquitur?  CH. Sophrona.  SO. et meum nomen nominat?	concede hinc a foribu’ paullum istorsum sodes, Sophrona.	CH. conloquar.  SO. quis hic loquitur?  CH. Sophrona.  SO. et meum nomen nominat? CH. respice ad me.  SO. di obsecro vos, estne hic Stilpo?  CH. non.  SO. negas? CH. concede hinc a foribu’ paullum istorsum sodes, Sophrona.	tr8	ia8	per end of thought	739 tr da an tr sp sp tr long;  740 tr sp tr sp sp sp tr long;  741 tr sp tri sp sp sp tr short; decided slowing down as they recognize each other and he tries to stifle her	starts conloquar; Ch addresses SO and she recognizes him; he calls her aside tr8 tr7 ia8	tr7	tr
Terentius	Phormio	TM001872	1011	1055	45	1	Chremes_Of_Phormio	sen	Demipho, te appello: nam cum hoc ipso distaedet loqui:	NA. iudex noster?  PH. iam hic faxo aderit.  CANTOR.  vos valete et plaudite!	Demipho, te appello: nam cum hoc ipso distaedet loqui:...   NA. iudex noster?  PH. iam hic faxo aderit.  CANTOR.  vos valete et plaudite!	ia6	end of play	end of play	1011 almost all longs: tr sp sp sp sp sp tr long;  1012 3 res, 1013 3 res: long for address (1011), res for question (1012-1013); 1014 2 res, 1015 1 res, but slows down for ignoscenda. PH. verba fiunt mortuo; 1016-1020: Dem. plea has many res; 1021 4 res for Naus 1st questions; 1022-1025: 0, 1, or 2; 1035 no res for orat confitetur purgat; 1041 3 res and extra shorts in accusation; 1042 no res for nil pudere etc.; 1044 3 neques;	starts for NAU. decision: final tr7 for res Chremes dismissed: has just one verse after switch to tr7: hem quid ais? (1040) when he hears about Phaedria	tr7	tr
Terentius	Phormio	TM002022	735	738	4	4	Chremes_Of_Phormio	sen	certe edepol, nisi me animu’ fallit aut parum prospiciunt oculi,	SO. quodsi eum nunc reperire possim, nil est quod verear.  CH. east ipsa:	Ch. certe edepol, nisi me animu’ fallit aut parum prospiciunt oculi, meae nutricem gnatae video.  SO. neque ille investigatur, CH. quid ago? SO. qui est pater eius.  CH. adeo, maneo dum haec quae loquitur mage cognosco? SO. quodsi eum nunc reperire possim, nil est quod verear.  CH. east ipsa:	ia8	tr7	colon	735 da da tri tr tr sp an an 5 —uu/—uu/uuu/——//—u/——/uu—/uu—  736 sp sp sp an an tr sp an 3 ——/——/——/uu—//uu—/——/——/uu—  737 da tr an an sp an an sp 5; 3 anapestic words make feet —uu/——/uu—/uu—//——/uu—/uu—/——  738 sp da tr sp sp da da tr 3 ——/—uu/—u/——//——/—uu/—uu/—u	Chremes recognizes Sophrona, she continues to despair	tr8	tr
Terentius	Phormio	TM002394	567	712	146	38	Chremes_Of_Phormio	sen	quid? qua profectu’ causa hinc es Lemnum, Chreme,	pater exit: abi, dic esse argentum Phaedriae.	quid? qua profectu’ causa hinc es Lemnum, Chreme,...  (GE) pater exit: abi, dic esse argentum Phaedriae.	tr7	ia8	per end of scene entrance exit	567 no res; 682: Geta what have you done: no res, almost all longs	Demipho and Chremes on daughter; Geta mon; Geta deceives; explains to Antipho;  music stops for entrance of old men: parallels 348; information, with eavesdropping; picks up where 464 left off	ia6	ia
Terentius	Phormio	TM002395	765	765	1	1	Chremes_Of_Phormio	sen	SO. nemo a me scibit. CH.sequere me: intus cetera. [audies].		SO. nemo a me scibit. CH.sequere me: intus cetera. [audies].	ia7	ia7	per end of scene	sp sp da ia sp ia	allows music to start for Demipho and Geta;   tr8 tr7 ia8 ia7 ia6 slowing?; Weise proposed audietis (Bentley emus) for audies so that line would be an ia7; Lindsay-Kauer bracket the audies	ia6	ia
Terentius	Phormio	TM002396	884	1010	127	27	Chremes_Of_Phormio	sen	tantam fortunam de inproviso esse his datam!	qui mi, ubi ad uxores ventumst, tum fiunt senes!	tantam fortunam de inproviso esse his datam!...   (NA) qui mi, ubi ad uxores ventumst, tum fiunt senes!	tr7	tr7	excl end of thought	884 all longs except end	Phormio mon; Phormio threatens; Nausistrata hears;  music stops for reaction to news, plan (prologizing); important relayal of information to Nausistrata	ia6	ia
Terentius	Phormio	TM002392	348	464	117	6	Cratinus	sen	enumquam quoiquam contumeliosius	sed eccum ipsum video in tempore huc se recipere.	enumquam quoiquam contumeliosius...   (GET) sed eccum ipsum video in tempore huc se recipere.	tr7	tr8	per end of scene entrance	348 longs	Phormio argues; Demipho decides to await frater; argument, decision’ picks up where 314 left off;  I call HEG, CRA, and CRI senes, assuming they are contemporaries of DEM; Lindsay-Kauer calls them advocati	ia6	ia
Terentius	Phormio	TM002392	348	464	117	2	Crito_Of_Phormio	sen	enumquam quoiquam contumeliosius	sed eccum ipsum video in tempore huc se recipere.	enumquam quoiquam contumeliosius...   (GET) sed eccum ipsum video in tempore huc se recipere.	tr7	tr8	per end of scene entrance	348 longs	Phormio argues; Demipho decides to await frater; argument, decision’ picks up where 314 left off;  I call HEG, CRA, and CRI senes, assuming they are contemporaries of DEM; Lindsay-Kauer calls them advocati	ia6	ia
Terentius	Phormio	TM002388	001	152	152	53	Davos_Of_Phormio	serv	postquam poeta vetu’ poetam non potest	puer, heus.  nemon hoc prodit?  cape, da hoc Dorcio.	postquam poeta vetu’ poetam non potest...   (GE) puer, heus.  nemon hoc prodit?  cape, da hoc Dorcio.	beg. of play	tr8	per end of scene	21-22 illo short twice for L. Lanuvinus; 35 shorts of bonitas, aequanimitas; 110ff. extra shorts for A asking ancilla for girl; 135-6: 2-syllable verbs	prol; Davos mon; Geta tells story to Davos;  information;  I follow Lindsay-Kauer in bracketing 11a	ia6	ia
Terentius	Phormio	TM001254	766	794	29	20	Demipho_Of_Phormio	sen	nostrapte culpa facimus ut malis expediat esse,	ut possis cum illa, ne te adulescens mulier defetiget.	nostrapte culpa facimus ut malis expediat esse,...    ut possis cum illa, ne te adulescens mulier defetiget.	ia6	ia8	per end of speech	766 sp ia da ia ia da ia short;  resolutions: 767 1, 768 3, 769 2 770 3, 771 1	Demipho and Geta return from paying Phormio; Demipho sends Geta into house, Geta monologue, Demipho brings Nausistrata; echo (continuation) of 748-764?	ia7	ia
Terentius	Phormio	TM001422	233	251	19	14	Demipho_Of_Phormio	sen	revereri saltem! non pudere! o facinus audax, o Geta	quidquid praeter spem eveniet, omne id deputabo esse in lucro.	revereri saltem! non pudere! o facinus audax, o Geta…   quidquid praeter spem eveniet, omne id deputabo esse in lucro.	tr7	tr7	per end of thought last before sed quid cessas	233 res for revereri and facinus, longs for non pudere o;  235 longs for D, shorts for G; 236 longs for defense; 240 3 res as D in aporia; 241ff: few res for DEM’s philosophizing, a few more for Geta’s	Demipho’ s anger and philosophizing, then Geta’s ironic reaction	ia8	ia
Terentius	Phormio	TM001430	713	727	15	7	Demipho_Of_Phormio	sen	quietus esto, inquam, ego curabo nequid verborum duit.	DE. rogabo.  CH. ubi illas nunc ego reperire possim cogito.	quietus esto, inquam, ego curabo nequid verborum duit....    DE. rogabo.  CH. ubi illas nunc ego reperire possim cogito.	ia6	tr8	whole scene	res: 713 1  (ego), 714 3, 715 2 + hiatus, 725 4 + extra shorts for CH determined to get good reputation, 726 5 (need women for task), 727 1 (I wonder where I will find them)	Demipho, Geta, Chremes; Demipho and Chremes go after money;  request for quiet joins switch from ia6 to ia8; this increases irony of Geta overhearing though De promising no one will hear? irony of Chremes’ anxiety in face of quietus esto?; old men bringing music: cf. Demipho’s first entrance; not polymetric	ia8	ia
Terentius	Phormio	TM001433	795	819	25	22	Demipho_Of_Phormio	sen	NA. faciam ut iubes.  sed meum virum ex te exire video.  CH. ehem Demipho,	DE. at tu intro abi.  CH. heus ne filii quidem hoc nostri resciscant volo.	NA. faciam ut iubes.  sed meum virum ex te exire video.  CH. ehem Demipho,...    DE. at tu intro abi.  CH. heus ne filii quidem hoc nostri resciscant volo.	ia7	ia7	per end of scene (all exit)	several res in 795; 801 no res, mostly longs for cognatam comperi esse nobis, etc.; 805 ff.: extra shorts, etc. for talking at cross purposes	starts when NA. sees CH. (line continues through his entrance); near revelation; NA removed, CH. brings DE in house; unusual that sed...video should not be at beginning of line with meter change; significant?	ia8	ia
Terentius	Phormio	TM001858	231	232	2	2	Demipho_Of_Phormio	sen	itane tandem uxorem duxit Antipho iniussu meo?	nec meum imperium—ac mitto imperium—, non simultatem meum	itane tandem uxorem duxit Antipho iniussu meo? nec meum imperium—ac mitto imperium—, non simultatem meum	ia6	ia8	enj	231 starts tri then no more res, just 2 trochees (assuming duxit short i);  232 an an sp an tr sp tr long (shorter as he heats up over imperium) parallel placing of imperium	DE.’s entrance; anger; old man brings tr7 because of his anger	tr7	tr
Terentius	Phormio	TM001859	252	253	2	1	Demipho_Of_Phormio	sen	sed quid cessas hominem adire et blande in principio adloqui?	Phaedriam mei fratri’ video filium mi ire obviam.	sed quid cessas hominem adire et blande in principio adloqui? DE. Phaedriam mei fratri’ video filium mi ire obviam.	ia8	ia6	per end of speech last before new address last before ia6	252 2 res;  253 filium matches Phaedriam , around fratri’ video	tr7 for “get moving” and then recognition: back to ia6 as Phaedria tries to calm him	tr7	tr
Terentius	Phormio	TM001872	1011	1055	45	13	Demipho_Of_Phormio	sen	Demipho, te appello: nam cum hoc ipso distaedet loqui:	NA. iudex noster?  PH. iam hic faxo aderit.  CANTOR.  vos valete et plaudite!	Demipho, te appello: nam cum hoc ipso distaedet loqui:...   NA. iudex noster?  PH. iam hic faxo aderit.  CANTOR.  vos valete et plaudite!	ia6	end of play	end of play	1011 almost all longs: tr sp sp sp sp sp tr long;  1012 3 res, 1013 3 res: long for address (1011), res for question (1012-1013); 1014 2 res, 1015 1 res, but slows down for ignoscenda. PH. verba fiunt mortuo; 1016-1020: Dem. plea has many res; 1021 4 res for Naus 1st questions; 1022-1025: 0, 1, or 2; 1035 no res for orat confitetur purgat; 1041 3 res and extra shorts in accusation; 1042 no res for nil pudere etc.; 1044 3 neques;	starts for NAU. decision: final tr7 for res Chremes dismissed: has just one verse after switch to tr7: hem quid ais? (1040) when he hears about Phaedria	tr7	tr
Terentius	Phormio	TM002391	254	314	61	38	Demipho_Of_Phormio	sen	PH. mi patrue, salve.  DE. salve; sed ubist Antipho?	ut ne inparatu’ sim si veniat Phormio.	PH. mi patrue, salve.  DE. salve; sed ubist Antipho?...   (DE) ut ne inparatu’ sim si veniat Phormio.	tr7	tr7	per end of scene time break	265 2-syllable longs unum quom noris omnis noris.  haud itast.; 303 longs for non, non sic futurumst: non potest	Phaedria explains Ant’s marriage to Demipho;  music stops for greeting, stays off for explanation with eavesdropping; ia6 of PH and GE frame acc of DE, continuing where we left off at 250	ia6	ia
Terentius	Phormio	TM002392	348	464	117	63	Demipho_Of_Phormio	sen	enumquam quoiquam contumeliosius	sed eccum ipsum video in tempore huc se recipere.	enumquam quoiquam contumeliosius...   (GET) sed eccum ipsum video in tempore huc se recipere.	tr7	tr8	per end of scene entrance	348 longs	Phormio argues; Demipho decides to await frater; argument, decision’ picks up where 314 left off;  I call HEG, CRA, and CRI senes, assuming they are contemporaries of DEM; Lindsay-Kauer calls them advocati	ia6	ia
Terentius	Phormio	TM002394	567	712	146	21	Demipho_Of_Phormio	sen	quid? qua profectu’ causa hinc es Lemnum, Chreme,	pater exit: abi, dic esse argentum Phaedriae.	quid? qua profectu’ causa hinc es Lemnum, Chreme,...  (GE) pater exit: abi, dic esse argentum Phaedriae.	tr7	ia8	per end of scene entrance exit	567 no res; 682: Geta what have you done: no res, almost all longs	Demipho and Chremes on daughter; Geta mon; Geta deceives; explains to Antipho;  music stops for entrance of old men: parallels 348; information, with eavesdropping; picks up where 464 left off	ia6	ia
Terentius	Phormio	TM002396	884	1010	127	58	Demipho_Of_Phormio	sen	tantam fortunam de inproviso esse his datam!	qui mi, ubi ad uxores ventumst, tum fiunt senes!	tantam fortunam de inproviso esse his datam!...   (NA) qui mi, ubi ad uxores ventumst, tum fiunt senes!	tr7	tr7	excl end of thought	884 all longs except end	Phormio mon; Phormio threatens; Nausistrata hears;  music stops for reaction to news, plan (prologizing); important relayal of information to Nausistrata	ia6	ia
Terentius	Phormio	TM001425	486	486	1	1	Dorio	leno	PH. audi obsecro… Do. non audio.  PH. parumper.. DO. quin omitte me.	PH. audi obsecro… Do. non audio.  PH. parumper.. DO. quin omitte me.	PH. audi obsecro… Do. non audio.  PH. parumper.. DO. quin omitte me.	extrametric	tr7	per end of speech	no res mostly long	ia8 for plea and refusal:  before: extra metric after tr7	ia8	ia
Terentius	Phormio	TM001426	492	492	1	1	Dorio	leno	PH. nondum mihi credis?  DO. hariolare.  PH. sin fidem do?  DO. fabulae!	PH. nondum mihi credis?  DO. hariolare.  PH. sin fidem do?  DO. fabulae!	PH. nondum mihi credis?  DO. hariolare.  PH. sin fidem do?  DO. fabulae!	ia7	tr7	excl end of speech	2 res	echoes 486; as in Eun, repeated single-line ia8 in middle of play	ia8	ia
Terentius	Phormio	TM001427	496	496	1	1	Dorio	leno	PH. tu mihi cognatu’, tu parens, tu amicu’, tu…. DO. garri modo.	PH. tu mihi cognatu’, tu parens, tu amicu’, tu…. DO. garri modo.	PH. tu mihi cognatu’, tu parens, tu amicu’, tu…. DO. garri modo.	tr7	tr7	per end of speech	1 res mostly longs; repeated tu off ictus then on	echoes 486 and 492; as in Eun, repeated single-line ia8 in middle of play; each one ends with dismissal by Dorio; in each one PH introduces ia8 with new plea (hear, trust me, I will love you)	ia8	ia
Terentius	Phormio	TM001429	515	516	2	1	Dorio	leno	DO. optunde.  AN haud longumst id quod orat; Dorio, exoret sine.	idem hoc tibi, quod boni promeritu’ fueris, conduplicaverit.	DO. optunde.  AN haud longumst id quod orat; Dorio, exoret sine. idem hoc tibi, quod boni promeritu’ fueris, conduplicaverit.	tr7	tr7	per end of speech	515 no res mostly longs (esp beg.);  516 4 res	echoes 486 and 492 and 496 and 502; this is first one where Dorio starts the ia8	ia8	ia
Terentius	Phormio	TM001864	487	489	3	2	Dorio	leno	PH. audi quod dicam.  DO. at enim taedet iam audire eadem miliens.	PH. non queo te exorare ut maneas triduom hoc?  quo nunc abis?	PH. audi quod dicam.  DO. at enim taedet iam audire eadem miliens. PH. at nunc dicam quod lubenter audias.  DO. loquere, audio. PH. non queo te exorare ut maneas triduom hoc?  quo nunc abis?	ia8	ia6	quest end of speech last before ia6	(longs for PH., shorts for DO., until res in 489); Dorio’s dismissive answers get shorter until there is none at all	tr7 for 2nd audi	tr7	tr
Terentius	Phormio	TM001865	493	495	3	3	Dorio	leno	PH. faeneratum istuc beneficium pulchre tibi dices.  DO. logi!	PH. experire: non est longum.  DO. cantilenam eandem canis.	PH. faeneratum istuc beneficium pulchre tibi dices.  DO. logi! PH. crede mi, gaudebi’ facto: verum hercle hoc est.  DO. somnium! PH. experire: non est longum.  DO. cantilenam eandem canis.	ia8	ia8	per end of speech	Dorio’s dismissive responses get longer with each line (contrast 487-489);  493 2 res;  494 no res;  495 no res;  each line starts tr ; slows down for Ph’s promises	echo of 487-489?	tr7	tr
Terentius	Phormio	TM001866	497	501	5	2	Dorio	leno	adeon ingenio esse duro te atque inexorabili	AN. miseritumst.  PH. ei, veris vincor!  GE. quam uterquest similis sui!	adeon ingenio esse duro te atque inexorabili ut neque misericordia neque precibu’ molliri queas! DO. adeon te esse incogitantem atque inpudentem, Phaedria, me ut phaleratis ducas dictis et meam ductes gratiis! AN. miseritumst.  PH. ei, veris vincor!  GE. quam uterquest similis sui!	ia8	ia8	excl end of speech end of aside	does not appear to be much metrical parallelism in two exclamations; res: 497 2, 498 4, 499 2, 500 3, 501 2	echo of 487-489 and 493-495?;  tr7 for exclamations from each character	tr7	tr
Terentius	Phormio	TM001867	504	514	11	2	Dorio	leno	PH. o fortunatissime Antipho.  AN. egone?  PH. quoi quod amas domist.	si non tum dedero, unam praeterea horam ne oppertus sies.	PH. o fortunatissime Antipho.  AN. egone?  PH. quoi quod amas domist. neque cum huiu’ modi umquam [tibi] usu’ venit ut conflictares malo....   (PH) si non tum dedero, unam praeterea horam ne oppertus sies.	ia8	ia8	per end of speech	504 2 res; 505 hard to scan (shorts for usu’ venit); 510-11 parallel vendidit (3, 5, 7, 1), 513-514 extra shorts;  514 2 res	tr7 starts with exclamation	tr7	tr
Terentius	Phormio	TM001868	517	566	50	15	Dorio	leno	DO. verba istaec sunt.  AN. Pamphilamne hac urbe privari sines?	PH. qua via istuc facies?  GE. dicam in itinere: modo te hinc amove.	DO. verba istaec sunt.  AN. Pamphilamne hac urbe privari sines?...   PH. qua via istuc facies?  GE. dicam in itinere: modo te hinc amove.	ia8	ia6	per end of scene	3 longs for rejection 517, no res in this line (cf. 515); 523 4 res; 531 an sp an an tr sp tr long;   535 da an an tr; many res throughout this section; 542 longs for sane hercle pulchre suades; 543 no res and longs; 550 longs for contemplamini me, then shorts for quam ob rem?; 551 more longs for Pha’s exile; 553 shorts for A’s response: this contrast works throughout these lines; 557 extra shorts as he asks for money; 558 longs for G’s shock at money; 566 many shorts as G sends A off to girl;  566 remarkable string of shorts for in itinere modo: getting PH off	argument, then Dorio agrees to wait; continues through Phaedria, Antipho despairing, request to Geta, and Geta thinking of  plan: 1st really long tr7 as things are getting moving; 1st long tr7 since Phormio’s entrance at 315	tr7	tr
Terentius	Phormio	TM002393	490	490	1	1	Dorio	leno	DO. mirabar si tu mihi quicquam adferres novi. AN. ei,	DO. mirabar si tu mihi quicquam adferres novi. AN. ei,	DO. mirabar si tu mihi quicquam adferres novi. AN. ei,	tr7	ia7	comma after ei	almost all longs	transition from tr to ia	ia6	ia
Terentius	Phormio	TM001136	195	195	1	1	Geta_Of_Phormio	servcal	PH. revocemus hominem.  AN. sta ilico.  GE. hem	PH. revocemus hominem.  AN. sta ilico.  GE. hem	PH. revocemus hominem.  AN. sta ilico.  GE. hem	tr6cat?; Lindsay calls tr3cat	tr7	enj after hem	an tri sp ia	Lindsay-Kauer’s app. crit: 194-195 revera unus versus (systema)	ia4	ia
Terentius	Phormio	TM001252	491	491	1	1	Geta_Of_Phormio	servcal	AN. metuo lenonem nequid… GE. suo suat capiti.  idem ego vereor.	AN. metuo lenonem nequid… GE. suo suat capiti.  idem ego vereor.	AN. metuo lenonem nequid… GE. suo suat capiti.  idem ego vereor.	ia6	ia8	per end of speech, end of aside	5 res		ia7	ia
Terentius	Phormio	TM001254	766	794	29	11	Geta_Of_Phormio	servcal	nostrapte culpa facimus ut malis expediat esse,	ut possis cum illa, ne te adulescens mulier defetiget.	nostrapte culpa facimus ut malis expediat esse,...    ut possis cum illa, ne te adulescens mulier defetiget.	ia6	ia8	per end of speech	766 sp ia da ia ia da ia short;  resolutions: 767 1, 768 3, 769 2 770 3, 771 1	Demipho and Geta return from paying Phormio; Demipho sends Geta into house, Geta monologue, Demipho brings Nausistrata; echo (continuation) of 748-764?	ia7	ia
Terentius	Phormio	TM001418	181	182	3	3	Geta_Of_Phormio	servcal	quae neque uti devitem scio neque quo modo me inde extraham,	nam non potest celari nostra diutius iam audacia.	quae neque uti devitem scio neque quo modo me inde extraham, quae si non astu providentur me aut erum pessum dabunt; nam non potest celari nostra diutius iam audacia.	tr7	tr4cat	per end of speech	res 181 2, 183 0, 184 1	ia8 for relative clauses after initial panic;  there is a 181a	ia8	ia
Terentius	Phormio	TM001419	184	184	1	1	Geta_Of_Phormio	servcal	GE. tum temporis mihi punctum ad hanc rem est: erus adest.  AN. quid illuc malist?	GE. tum temporis mihi punctum ad hanc rem est: erus adest.  AN. quid illuc malist?	GE. tum temporis mihi punctum ad hanc rem est: erus adest.  AN. quid illuc malist?	tr4cat	tr7	quest end of speech	3 res for mihi, erus, quid illuc	ia8 for big announcement	ia8	ia
Terentius	Phormio	TM001420	186	186	1	1	Geta_Of_Phormio	servcal	loquarne? incendam; taceam? instigem; purgem me? laterem lavem.	loquarne? incendam; taceam? instigem; purgem me? laterem lavem.	loquarne? incendam; taceam? instigem; purgem me? laterem lavem.	tr7	tr8	per end of thought	starts longs, res for taceam, laterem, longs for instigem; purgem me	ia8 for possibilities	ia8	ia
Terentius	Phormio	TM001421	192	193	2	1	Geta_Of_Phormio	servcal	sed ubi Antiphonem reperiam, aut qua quaerere insistam via?	PH. te nominat.  AN. nescioquid magnum hoc nuntio exspecto malum. PH. ah	sed ubi Antiphonem reperiam, aut qua quaerere insistam via? PH. te nominat.  AN. nescioquid magnum hoc nuntio exspecto malum. PH. ah	tr4cat	tr6cat	enjambment after ah	many longs; 192 2 res, 193 1 res	switch to ia8 for searching	ia8	ia
Terentius	Phormio	TM001422	233	251	19	9	Geta_Of_Phormio	servcal	revereri saltem! non pudere! o facinus audax, o Geta	quidquid praeter spem eveniet, omne id deputabo esse in lucro.	revereri saltem! non pudere! o facinus audax, o Geta…   quidquid praeter spem eveniet, omne id deputabo esse in lucro.	tr7	tr7	per end of thought last before sed quid cessas	233 res for revereri and facinus, longs for non pudere o;  235 longs for D, shorts for G; 236 longs for defense; 240 3 res as D in aporia; 241ff: few res for DEM’s philosophizing, a few more for Geta’s	Demipho’ s anger and philosophizing, then Geta’s ironic reaction	ia8	ia
Terentius	Phormio	TM001423	471	478	8	7	Geta_Of_Phormio	servcal	GE. et quidem, ere, nos iamdudum hic te absentem incusamu’ qui abieris.	AN. eu Phormio! GE. ego quod potui porro.  AN. mi Geta, omnis vos amo.	GE. et quidem, ere, nos iamdudum hic te absentem incusamu’ qui abieris. AN. te ipsum quaerebam.  GE. sed ea causa nihilo mage defecimus....   AN. eu Phormio! GE. ego quod potui porro.  AN. mi Geta, omnis vos amo.	tr7	tr8	per end of speech	res 471 2, 472 3, 473 1, 474 2, 475 1 (praise for Phaedria), 476 4 (praise for Phormio), 477 1 (longs for what Phormio did), 478 2	Geta addresses Antipho, reports what happened with Demipho	ia8	ia
Terentius	Phormio	TM001430	713	727	15	2	Geta_Of_Phormio	servcal	quietus esto, inquam, ego curabo nequid verborum duit.	DE. rogabo.  CH. ubi illas nunc ego reperire possim cogito.	quietus esto, inquam, ego curabo nequid verborum duit....    DE. rogabo.  CH. ubi illas nunc ego reperire possim cogito.	ia6	tr8	whole scene	res: 713 1  (ego), 714 3, 715 2 + hiatus, 725 4 + extra shorts for CH determined to get good reputation, 726 5 (need women for task), 727 1 (I wonder where I will find them)	Demipho, Geta, Chremes; Demipho and Chremes go after money;  request for quiet joins switch from ia6 to ia8; this increases irony of Geta overhearing though De promising no one will hear? irony of Chremes’ anxiety in face of quietus esto?; old men bringing music: cf. Demipho’s first entrance; not polymetric	ia8	ia
Terentius	Phormio	TM001567	191	191	1	1	Geta_Of_Phormio	servcal	quam hic fugam aut furtum parat?	quam hic fugam aut furtum parat?	quam hic fugam aut furtum parat?	tr7	ia8	quest end of speech self contained	tri sp tr  long	shorter tr for question;  without iambic shortening of hic, this scans as an ia4, no?	tr4cat	tr
Terentius	Phormio	TM001580	194	194	1	1	Geta_Of_Phormio	servcal	PH. sanus es? GE. domum ire pergam: ibi plurimumst.	PH. sanus es? GE. domum ire pergam: ibi plurimumst.	PH. sanus es? GE. domum ire pergam: ibi plurimumst.	ia8	ia4	per end of speech	tr tr tr da tr long	Lindsay calls this tr3cat; Lindsay-Kauer’s app. crit: 194-195 revera unus versus (systema); Maurach also says this is part of a system	tr6cat	tr
Terentius	Phormio	TM001855	180	180	1	1	Geta_Of_Phormio	servcal	ita nunc inparatum subito tanta te inpendent mala;	ita nunc inparatum subito tanta te inpendent mala;	ita nunc inparatum subito tanta te inpendent mala;	tr8	ia8	semicolon	2 res (an) in opening, then longs for tanta te inpendent mala	tr8 tr7 ia8	tr7	tr
Terentius	Phormio	TM001856	189	190	2	2	Geta_Of_Phormio	servcal	recte ego mihi vidissem et senis essem ultus iracundiam:	aliquid convasassem atque hinc me conicerem protinam in pedes.	recte ego mihi vidissem et senis essem ultus iracundiam: aliquid convasassem atque hinc me conicerem protinam in pedes.	tr8	tr4cat	per end of speech	189 da an sp an tr tr tr long;  190 3 res as he flees	trochees for fleeing	tr7	tr
Terentius	Phormio	TM001857	196	215	20	17	Geta_Of_Phormio	servcal	GE. sati’ pro imperio, quisquis es.  AN. Geta.  GE. ipsest quem volui obviam.	sed hic quis est senex quem video in ultima platea? ipsus est.	GE. sati’ pro imperio, quisquis es.  AN. Geta.  GE. ipsest quem volui obviam....    (GE) sed hic quis est senex quem video in ultima platea? ipsus est.	ia4	ia6	per end of speech last before ia6 seeing new character	196 an an  start then 1 res at end;  197 an then no more res;  198 an da tri sp sp sp tr long; 199 an an 1 more res; all verses begin with anapest until 200, with nam quod ego...; 200 has 5 res, anapests for subito exitio remedium, dactyl for inveniam; many resolutions throughout until end of 203 longs for fortis fortuna adiuvat; end of 206 non possum inmutarier echoes end of 203 (sp sp tr long); 207 5 res; 208 end sp tr tr long  for nil est Phaedria ilicet; 210-211 longs for garris voltum contemplamini: em / satine sic est? non quid si sic? propemodum.  quid sic sat est; fewer resolutions in general in this section 215 tri starts, then 2 more res for seeing Demipho	starts with satis imperio, quisquis es.; news of Demipho’s return; ends when Geta sees Demipho and Antipho starts to leave; 1st extended (not that extended) tr7 of play (1st more than 2 lines)	tr7	tr
Terentius	Phormio	TM001859	252	253	2	1	Geta_Of_Phormio	servcal	sed quid cessas hominem adire et blande in principio adloqui?	Phaedriam mei fratri’ video filium mi ire obviam.	sed quid cessas hominem adire et blande in principio adloqui? DE. Phaedriam mei fratri’ video filium mi ire obviam.	ia8	ia6	per end of speech last before new address last before ia6	252 2 res;  253 filium matches Phaedriam , around fratri’ video	tr7 for “get moving” and then recognition: back to ia6 as Phaedria tries to calm him	tr7	tr
Terentius	Phormio	TM001860	315	347	33	13	Geta_Of_Phormio	servcal	PH. itane patris ais adventum veritum hinc abiise?  GE. admodum.	si eam sustinueris, postilla iam ut lubet ludas licet.	PH. itane patris ais adventum veritum hinc abiise?  GE. admodum....   si eam sustinueris, postilla iam ut lubet ludas licet.	ia6	ia6	per end of scene (entrance) last before ia6	315 tri tr an sp an an tr long; note anapests; 316 slows down for Phanium relictam solam (no res in 316-320, unless we follow L-K on tibi in 318 and tu inpul in 320); 321 tri for cedo senem, 1 more res, 321-323: more res as Ph says what he will do; 324: no res for response; 326-329: just 2 res; 330-336 considerably more res as PH explains why he does not get caught; but longs for ducent damnatum domum (334);     347 note parallel opposition of ictus and accent in lubet ludas licet.	Phormio and Geta; parasite’s boasts; framed by ia6 Demipho scenes; no polymetrics for Phormio, unlike AN and PH, Geta, and DE	tr7	tr
Terentius	Phormio	TM001862	481	482	2	1	Geta_Of_Phormio	servcal	de ei(u)s consilio sese velle facere quod ad hanc rem attinet.	AN. quantum metus est mihi videre huc salvom nunc patruom, Geta!	de ei(u)s consilio sese velle facere quod ad hanc rem attinet. AN. quantum metus est mihi videre huc salvom nunc patruom, Geta!	tr8	ia8	excl end of thought before nam	481 3 res;  482 3 res	tr7 for end of explanation and start of fear;  tr8 tr7 ia8	tr7	tr
Terentius	Phormio	TM001863	484	484	1	1	Geta_Of_Phormio	servcal	GE. Phaedria tibi adest.  AN. ubinam? GE. eccum ab sua palaestra exit foras.	GE. Phaedria tibi adest.  AN. ubinam? GE. eccum ab sua palaestra exit foras.	GE. Phaedria tibi adest.  AN. ubinam? GE. eccum ab sua palaestra exit foras.	ia8	extra metric then ia8	per end of scene (entrance)	tr da da sp tr sp sp long	tr7 interrupts ia8 for recognition	tr7	tr
